#TYPE System.Management.Automation.PSCustomObject
"Odds";"wallet";"Bet_base";"Bet_moonBase";"Bet_current";"Payout_base";"Payout_moonBase";"Payout_current";"Counter_now_win";"Counter_now_loss";"Counter_now_red";"Counter_now_green";"Counter_now_noyellow";"Counter_all_win";"Counter_all_loss";"Counter_all_red";"Counter_all_green";"Counter_all_yellow";"moonBetting";"placebet"
"1,1";"0,04";"0,00004";"0,0004";"0,00004";"3";"10";"3";"0";"0";"1";"0";"1";"0";"0";"1";"0";"0";"False";"True"
"2,44";"0,03996";"0,00004";"0,0004";"0,000084";"3";"10";"3";"0";"1";"0";"1";"2";"0";"1";"1";"1";"0";"False";"True"
"7,45";"0,040212000000000005";"0,00004";"0,0004";"0,00004";"3";"10";"3";"1";"0";"0";"2";"3";"1";"1";"1";"2";"0";"False";"True"
"1,56";"0,040172000000000006";"0,00004";"0,0004";"0,000084";"3";"10";"3";"0";"1";"1";"0";"4";"1";"2";"2";"2";"0";"False";"True"
"1,55";"0,040088000000000006";"0,00004";"0,0004";"0,000185";"3";"10";"3";"0";"2";"2";"0";"5";"1";"3";"3";"2";"0";"False";"True"
"3,74";"0,040643000000000006";"0,00004";"0,00041";"0,00004";"3";"10";"3";"1";"0";"0";"1";"6";"2";"3";"3";"3";"0";"False";"True"
"6,42";"0,04076300000000001";"0,00004";"0,00041";"0,00004";"3";"10";"3";"2";"0";"0";"2";"7";"3";"3";"3";"4";"0";"False";"False"
"7,49";"0,04076300000000001";"0,00004";"0,00041";"0,00004";"3";"10";"3";"0";"0";"0";"3";"8";"3";"3";"3";"5";"0";"False";"False"
"1,9";"0,04076300000000001";"0,00004";"0,00041";"0,00004";"3";"10";"3";"0";"0";"1";"0";"9";"3";"3";"4";"5";"0";"False";"True"
"3,18";"0,04088300000000001";"0,00004";"0,00041";"0,00004";"3";"10";"3";"1";"0";"0";"1";"10";"4";"3";"4";"6";"0";"False";"True"
"1,76";"0,04084300000000001";"0,00004";"0,00041";"0,000084";"3";"10";"3";"0";"1";"1";"0";"11";"4";"4";"5";"6";"0";"False";"True"
"2,07";"0,04075900000000001";"0,00004";"0,00041";"0,000185";"3";"10";"3";"0";"2";"0";"1";"12";"4";"5";"5";"7";"0";"False";"True"
"2,41";"0,04057400000000001";"0,00004";"0,00041";"0,000425";"3";"10";"3";"0";"3";"0";"2";"13";"4";"6";"5";"8";"0";"False";"True"
"1,55";"0,04014900000000001";"0,00004";"0,0004";"0,00102";"3";"10";"3";"0";"4";"1";"0";"14";"4";"7";"6";"8";"0";"False";"True"
"1,92";"0,03912900000000001";"0,00004";"0,00039";"0,002448";"3";"10";"3";"0";"5";"2";"0";"15";"4";"8";"7";"8";"0";"False";"True"
"11,81";"0,046473000000000014";"0,00005";"0,00046";"0,00005";"3";"10";"3";"1";"0";"0";"1";"0";"5";"8";"7";"9";"1";"False";"True"
"13,71";"0,04662300000000001";"0,00005";"0,00047";"0,00005";"3";"10";"3";"2";"0";"0";"2";"0";"6";"8";"7";"10";"2";"False";"False"
"1,05";"0,04662300000000001";"0,00005";"0,00047";"0,00005";"3";"10";"3";"0";"0";"1";"0";"1";"6";"8";"8";"10";"2";"False";"True"
"1,27";"0,04657300000000001";"0,00005";"0,00047";"0,000105";"3";"10";"3";"0";"1";"2";"0";"2";"6";"9";"9";"10";"2";"False";"True"
"1,77";"0,04646800000000001";"0,00005";"0,00046";"0,000231";"3";"10";"3";"0";"2";"3";"0";"3";"6";"10";"10";"10";"2";"False";"True"
"2,82";"0,04623700000000001";"0,00005";"0,00046";"0,000531";"3";"10";"3";"0";"3";"0";"1";"4";"6";"11";"10";"11";"2";"False";"True"
"2,78";"0,04570600000000001";"0,00005";"0,00046";"0,001274";"3";"10";"3";"0";"4";"0";"2";"5";"6";"12";"10";"12";"2";"False";"True"
"1,86";"0,04443200000000001";"0,00004";"0,00044";"0,003058";"3";"10";"3";"0";"5";"1";"0";"6";"6";"13";"11";"12";"2";"False";"True"
"1,24";"0,041374000000000015";"0,00004";"0,00041";"0,007339";"3";"10";"3";"0";"6";"2";"0";"7";"6";"14";"12";"12";"2";"False";"True"
"1,58";"0,03403500000000002";"0,00003";"0,00034";"0,017614";"3";"10";"3";"0";"7";"3";"0";"8";"6";"15";"13";"12";"2";"False";"True"
"1,97";"0,016421000000000015";"0,00002";"0,00016";"0,00002";"3";"10";"3";"0";"8";"4";"0";"9";"6";"16";"14";"12";"2";"False";"False"
"1,99";"0,016421000000000015";"0,00002";"0,00016";"0,00002";"3";"10";"3";"0";"0";"5";"0";"10";"6";"16";"15";"12";"2";"False";"False"
"7,9";"0,016421000000000015";"0,00002";"0,00016";"0,00002";"3";"10";"3";"0";"0";"0";"1";"11";"6";"16";"15";"13";"2";"False";"False"
"1,1";"0,016421000000000015";"0,00002";"0,00016";"0,00002";"3";"10";"3";"0";"0";"1";"0";"12";"6";"16";"16";"13";"2";"False";"True"
"114,21";"0,016481000000000016";"0,00002";"0,00016";"0,00002";"3";"10";"3";"1";"0";"0";"1";"0";"7";"16";"16";"14";"3";"False";"True"
"7,16";"0,016541000000000017";"0,00002";"0,00017";"0,00002";"3";"10";"3";"2";"0";"0";"2";"1";"8";"16";"16";"15";"3";"False";"False"
"1,24";"0,016541000000000017";"0,00002";"0,00017";"0,00002";"3";"10";"3";"0";"0";"1";"0";"2";"8";"16";"17";"15";"3";"False";"True"
"1,31";"0,01652100000000002";"0,00002";"0,00017";"0,000042";"3";"10";"3";"0";"1";"2";"0";"3";"8";"17";"18";"15";"3";"False";"True"
"9,04";"0,01664700000000002";"0,00002";"0,00017";"0,00002";"3";"10";"3";"1";"0";"0";"1";"4";"9";"17";"18";"16";"3";"False";"True"
"3,24";"0,01670700000000002";"0,00002";"0,00017";"0,00002";"3";"10";"3";"2";"0";"0";"2";"5";"10";"17";"18";"17";"3";"False";"False"
"1,4";"0,01670700000000002";"0,00002";"0,00017";"0,00002";"3";"10";"3";"0";"0";"1";"0";"6";"10";"17";"19";"17";"3";"False";"True"
"5,56";"0,01676700000000002";"0,00002";"0,00017";"0,00002";"3";"10";"3";"1";"0";"0";"1";"7";"11";"17";"19";"18";"3";"False";"True"
"3,78";"0,016827000000000022";"0,00002";"0,00017";"0,00002";"3";"10";"3";"2";"0";"0";"2";"8";"12";"17";"19";"19";"3";"False";"False"
"1";"0,016827000000000022";"0,00002";"0,00017";"0,00002";"3";"10";"3";"0";"0";"1";"0";"9";"12";"17";"20";"19";"3";"False";"True"
"1,66";"0,016807000000000023";"0,00002";"0,00017";"0,000042";"3";"10";"3";"0";"1";"2";"0";"10";"12";"18";"21";"19";"3";"False";"True"
"1,41";"0,016765000000000023";"0,00002";"0,00017";"0,000092";"3";"10";"3";"0";"2";"3";"0";"11";"12";"19";"22";"19";"3";"False";"True"
"1,03";"0,016673000000000025";"0,00002";"0,00017";"0,000212";"3";"10";"3";"0";"3";"4";"0";"12";"12";"20";"23";"19";"3";"False";"True"
"3,57";"0,017309000000000026";"0,00002";"0,00017";"0,00002";"3";"10";"3";"1";"0";"0";"1";"13";"13";"20";"23";"20";"3";"False";"True"
"2,08";"0,017289000000000027";"0,00002";"0,00017";"0,000042";"3";"10";"3";"0";"1";"0";"2";"14";"13";"21";"23";"21";"3";"False";"True"
"7,53";"0,017415000000000028";"0,00002";"0,00017";"0,00002";"3";"10";"3";"1";"0";"0";"3";"15";"14";"21";"23";"22";"3";"False";"True"
"1,18";"0,01739500000000003";"0,00002";"0,00017";"0,000042";"3";"10";"3";"0";"1";"1";"0";"16";"14";"22";"24";"22";"3";"False";"True"
"1,01";"0,017353000000000028";"0,00002";"0,00017";"0,000092";"3";"10";"3";"0";"2";"2";"0";"17";"14";"23";"25";"22";"3";"False";"True"
"1,17";"0,01726100000000003";"0,00002";"0,00017";"0,000212";"3";"10";"3";"0";"3";"3";"0";"18";"14";"24";"26";"22";"3";"False";"True"
"2,33";"0,01704900000000003";"0,00002";"0,00017";"0,000509";"3";"10";"3";"0";"4";"0";"1";"19";"14";"25";"26";"23";"3";"False";"True"
"1,78";"0,01654000000000003";"0,00002";"0,00017";"0,001222";"3";"10";"3";"0";"5";"1";"0";"20";"14";"26";"27";"23";"3";"False";"True"
"1,69";"0,01531800000000003";"0,00002";"0,00015";"0,002933";"3";"10";"3";"0";"6";"2";"0";"21";"14";"27";"28";"23";"3";"False";"True"
"2,58";"0,01238500000000003";"0,00001";"0,00012";"0,007039";"3";"10";"3";"0";"7";"0";"1";"22";"14";"28";"28";"24";"3";"False";"True"
"28,12";"0,03350200000000003";"0,00003";"0,00034";"0,00003";"3";"10";"3";"1";"0";"0";"2";"0";"15";"28";"28";"25";"4";"False";"True"
"2,81";"0,03347200000000003";"0,00003";"0,00033";"0,000063";"3";"10";"3";"0";"1";"0";"3";"1";"15";"29";"28";"26";"4";"False";"True"
"1,16";"0,03340900000000003";"0,00003";"0,00033";"0,000139";"3";"10";"3";"0";"2";"1";"0";"2";"15";"30";"29";"26";"4";"False";"True"
"12,11";"0,03382600000000003";"0,00003";"0,00034";"0,00003";"3";"10";"3";"1";"0";"0";"1";"0";"16";"30";"29";"27";"5";"False";"True"
"6,55";"0,03391600000000003";"0,00003";"0,00034";"0,00003";"3";"10";"3";"2";"0";"0";"2";"1";"17";"30";"29";"28";"5";"False";"False"
"1,91";"0,03391600000000003";"0,00003";"0,00034";"0,00003";"3";"10";"3";"0";"0";"1";"0";"2";"17";"30";"30";"28";"5";"False";"True"
"1,36";"0,03388600000000003";"0,00003";"0,00034";"0,000063";"3";"10";"3";"0";"1";"2";"0";"3";"17";"31";"31";"28";"5";"False";"True"
"1,12";"0,03382300000000003";"0,00003";"0,00034";"0,000139";"3";"10";"3";"0";"2";"3";"0";"4";"17";"32";"32";"28";"5";"False";"True"
"17,34";"0,03424000000000003";"0,00003";"0,00034";"0,00003";"3";"10";"3";"1";"0";"0";"1";"0";"18";"32";"32";"29";"6";"False";"True"
"2,19";"0,034210000000000025";"0,00003";"0,00034";"0,000063";"3";"10";"3";"0";"1";"0";"2";"1";"18";"33";"32";"30";"6";"False";"True"
"1,7";"0,034147000000000025";"0,00003";"0,00034";"0,000139";"3";"10";"3";"0";"2";"1";"0";"2";"18";"34";"33";"30";"6";"False";"True"
"2,47";"0,034008000000000024";"0,00003";"0,00034";"0,00032";"3";"10";"3";"0";"3";"0";"1";"3";"18";"35";"33";"31";"6";"False";"True"
"2,96";"0,033688000000000023";"0,00003";"0,00034";"0,000768";"3";"10";"3";"0";"4";"0";"2";"4";"18";"36";"33";"32";"6";"False";"True"
"22,79";"0,035992000000000024";"0,00004";"0,00036";"0,00004";"3";"10";"3";"1";"0";"0";"3";"0";"19";"36";"33";"33";"7";"False";"True"
"7,98";"0,036112000000000026";"0,00004";"0,00036";"0,00004";"3";"10";"3";"2";"0";"0";"4";"1";"20";"36";"33";"34";"7";"False";"False"
"11,34";"0,036112000000000026";"0,00004";"0,00036";"0,00004";"3";"10";"3";"0";"0";"0";"5";"0";"20";"36";"33";"35";"8";"False";"False"
"1,02";"0,036112000000000026";"0,00004";"0,00036";"0,00004";"3";"10";"3";"0";"0";"1";"0";"1";"20";"36";"34";"35";"8";"False";"True"
"1";"0,03607200000000003";"0,00004";"0,00036";"0,000084";"3";"10";"3";"0";"1";"2";"0";"2";"20";"37";"35";"35";"8";"False";"True"
"1,09";"0,03598800000000003";"0,00004";"0,00036";"0,000185";"3";"10";"3";"0";"2";"3";"0";"3";"20";"38";"36";"35";"8";"False";"True"
"1,83";"0,03580300000000003";"0,00004";"0,00036";"0,000425";"3";"10";"3";"0";"3";"4";"0";"4";"20";"39";"37";"35";"8";"False";"True"
"2,25";"0,03537800000000003";"0,00004";"0,00035";"0,00102";"3";"10";"3";"0";"4";"0";"1";"5";"20";"40";"37";"36";"8";"False";"True"
"17,58";"0,03843800000000003";"0,00004";"0,00038";"0,00004";"3";"10";"3";"1";"0";"0";"2";"0";"21";"40";"37";"37";"9";"False";"True"
"1,28";"0,03839800000000003";"0,00004";"0,00038";"0,000084";"3";"10";"3";"0";"1";"1";"0";"1";"21";"41";"38";"37";"9";"False";"True"
"43,55";"0,03865000000000003";"0,00004";"0,00039";"0,00004";"3";"10";"3";"1";"0";"0";"1";"0";"22";"41";"38";"38";"10";"False";"True"
"1,22";"0,03861000000000003";"0,00004";"0,00039";"0,000084";"3";"10";"3";"0";"1";"1";"0";"1";"22";"42";"39";"38";"10";"False";"True"
"1,42";"0,03852600000000003";"0,00004";"0,00039";"0,000185";"3";"10";"3";"0";"2";"2";"0";"2";"22";"43";"40";"38";"10";"False";"True"
"1,4";"0,038341000000000035";"0,00004";"0,00038";"0,000425";"3";"10";"3";"0";"3";"3";"0";"3";"22";"44";"41";"38";"10";"False";"True"
"1,63";"0,03791600000000003";"0,00004";"0,00038";"0,00102";"3";"10";"3";"0";"4";"4";"0";"4";"22";"45";"42";"38";"10";"False";"True"
"2,58";"0,03689600000000003";"0,00004";"0,00037";"0,002448";"3";"10";"3";"0";"5";"0";"1";"5";"22";"46";"42";"39";"10";"False";"True"
"1,32";"0,034448000000000034";"0,00003";"0,00034";"0,005875";"3";"10";"3";"0";"6";"1";"0";"6";"22";"47";"43";"39";"10";"False";"True"
"31,36";"0,052073000000000036";"0,00005";"0,00052";"0,00005";"3";"10";"3";"1";"0";"0";"1";"0";"23";"47";"43";"40";"11";"False";"True"
"1,8";"0,052023000000000034";"0,00005";"0,00052";"0,000105";"3";"10";"3";"0";"1";"1";"0";"1";"23";"48";"44";"40";"11";"False";"True"
"1,07";"0,051918000000000034";"0,00005";"0,00052";"0,000231";"3";"10";"3";"0";"2";"2";"0";"2";"23";"49";"45";"40";"11";"False";"True"
"3,02";"0,05261100000000003";"0,00005";"0,00053";"0,00005";"3";"10";"3";"1";"0";"0";"1";"3";"24";"49";"45";"41";"11";"False";"True"
"2,23";"0,05256100000000003";"0,00005";"0,00053";"0,000105";"3";"10";"3";"0";"1";"0";"2";"4";"24";"50";"45";"42";"11";"False";"True"
"9,39";"0,052876000000000034";"0,00005";"0,00053";"0,00005";"3";"10";"3";"1";"0";"0";"3";"5";"25";"50";"45";"43";"11";"False";"True"
"1,54";"0,05282600000000003";"0,00005";"0,00053";"0,000105";"3";"10";"3";"0";"1";"1";"0";"6";"25";"51";"46";"43";"11";"False";"True"
"1,24";"0,05272100000000003";"0,00005";"0,00053";"0,000231";"3";"10";"3";"0";"2";"2";"0";"7";"25";"52";"47";"43";"11";"False";"True"
"3,13";"0,05341400000000003";"0,00005";"0,00053";"0,00005";"3";"10";"3";"1";"0";"0";"1";"8";"26";"52";"47";"44";"11";"False";"True"
"4,1";"0,05356400000000003";"0,00005";"0,00054";"0,00005";"3";"10";"3";"2";"0";"0";"2";"9";"27";"52";"47";"45";"11";"False";"False"
"1,12";"0,05356400000000003";"0,00005";"0,00054";"0,00005";"3";"10";"3";"0";"0";"1";"0";"10";"27";"52";"48";"45";"11";"False";"True"
"1,06";"0,05351400000000003";"0,00005";"0,00054";"0,000105";"3";"10";"3";"0";"1";"2";"0";"11";"27";"53";"49";"45";"11";"False";"True"
"1,56";"0,053409000000000026";"0,00005";"0,00053";"0,000231";"3";"10";"3";"0";"2";"3";"0";"12";"27";"54";"50";"45";"11";"False";"True"
"1,85";"0,053178000000000024";"0,00005";"0,00053";"0,000531";"3";"10";"3";"0";"3";"4";"0";"13";"27";"55";"51";"45";"11";"False";"True"
"1,16";"0,05264700000000003";"0,00005";"0,00053";"0,001274";"3";"10";"3";"0";"4";"5";"0";"14";"27";"56";"52";"45";"11";"False";"True"
"1,92";"0,05137300000000003";"0,00005";"0,00051";"0,003058";"3";"10";"3";"0";"5";"6";"0";"15";"27";"57";"53";"45";"11";"False";"True"
"1,26";"0,04831500000000003";"0,00005";"0,00048";"0,007339";"3";"10";"3";"0";"6";"7";"0";"16";"27";"58";"54";"45";"11";"False";"True"
"8,45";"0,07033200000000003";"0,00007";"0,0007";"0,00007";"3";"10";"3";"1";"0";"0";"1";"17";"28";"58";"54";"46";"11";"False";"True"
"82,88";"0,07054200000000004";"0,00007";"0,00071";"0,00007";"3";"10";"3";"2";"0";"0";"2";"0";"29";"58";"54";"47";"12";"False";"False"
"2,41";"0,07054200000000004";"0,00007";"0,00071";"0,00007";"3";"10";"3";"0";"0";"0";"3";"1";"29";"58";"54";"48";"12";"False";"False"
"3,15";"0,07054200000000004";"0,00007";"0,00071";"0,00007";"3";"10";"3";"0";"0";"0";"4";"2";"29";"58";"54";"49";"12";"False";"False"
"1,87";"0,07054200000000004";"0,00007";"0,00071";"0,00007";"3";"10";"3";"0";"0";"1";"0";"3";"29";"58";"55";"49";"12";"False";"True"
"2,18";"0,07047200000000003";"0,00007";"0,0007";"0,000147";"3";"10";"3";"0";"1";"0";"1";"4";"29";"59";"55";"50";"12";"False";"True"
"5,05";"0,07091300000000003";"0,00007";"0,00071";"0,00007";"3";"10";"3";"1";"0";"0";"2";"5";"30";"59";"55";"51";"12";"False";"True"
"1,77";"0,07084300000000003";"0,00007";"0,00071";"0,000147";"3";"10";"3";"0";"1";"1";"0";"6";"30";"60";"56";"51";"12";"False";"True"
"2,71";"0,07069600000000004";"0,00007";"0,00071";"0,000323";"3";"10";"3";"0";"2";"0";"1";"7";"30";"61";"56";"52";"12";"False";"True"
"1,19";"0,07037300000000003";"0,00007";"0,0007";"0,000743";"3";"10";"3";"0";"3";"1";"0";"8";"30";"62";"57";"52";"12";"False";"True"
"1,45";"0,06963000000000004";"0,00007";"0,0007";"0,001783";"3";"10";"3";"0";"4";"2";"0";"9";"30";"63";"58";"52";"12";"False";"True"
"1,38";"0,06784700000000003";"0,00007";"0,00068";"0,004279";"3";"10";"3";"0";"5";"3";"0";"10";"30";"64";"59";"52";"12";"False";"True"
"1,13";"0,06356800000000003";"0,00006";"0,00064";"0,01027";"3";"10";"3";"0";"6";"4";"0";"11";"30";"65";"60";"52";"12";"False";"True"
"9,99";"0,09437800000000003";"0,00009";"0,00094";"0,00009";"3";"10";"3";"1";"0";"0";"1";"12";"31";"65";"60";"53";"12";"False";"True"
"1,08";"0,09428800000000002";"0,00009";"0,00094";"0,000189";"3";"10";"3";"0";"1";"1";"0";"13";"31";"66";"61";"53";"12";"False";"True"
"1,82";"0,09409900000000003";"0,00009";"0,00094";"0,000416";"3";"10";"3";"0";"2";"2";"0";"14";"31";"67";"62";"53";"12";"False";"True"
"13,34";"0,09534700000000003";"0,0001";"0,00095";"0,0001";"3";"10";"3";"1";"0";"0";"1";"0";"32";"67";"62";"54";"13";"False";"True"
"1,99";"0,09524700000000003";"0,0001";"0,00095";"0,00021";"3";"10";"3";"0";"1";"1";"0";"1";"32";"68";"63";"54";"13";"False";"True"
"1,69";"0,09503700000000002";"0,0001";"0,00095";"0,000462";"3";"10";"3";"0";"2";"2";"0";"2";"32";"69";"64";"54";"13";"False";"True"
"16,97";"0,09642300000000002";"0,0001";"0,00096";"0,0001";"3";"10";"3";"1";"0";"0";"1";"0";"33";"69";"64";"55";"14";"False";"True"
"1";"0,09632300000000002";"0,0001";"0,00096";"0,00021";"3";"10";"3";"0";"1";"1";"0";"1";"33";"70";"65";"55";"14";"False";"True"
"2,36";"0,09611300000000002";"0,0001";"0,00096";"0,000462";"3";"10";"3";"0";"2";"0";"1";"2";"33";"71";"65";"56";"14";"False";"True"
"1,87";"0,09565100000000001";"0,0001";"0,00096";"0,001063";"3";"10";"3";"0";"3";"1";"0";"3";"33";"72";"66";"56";"14";"False";"True"
"1,39";"0,09458800000000002";"0,00009";"0,00095";"0,002551";"3";"10";"3";"0";"4";"2";"0";"4";"33";"73";"67";"56";"14";"False";"True"
"1,07";"0,09203700000000002";"0,00009";"0,00092";"0,006122";"3";"10";"3";"0";"5";"3";"0";"5";"33";"74";"68";"56";"14";"False";"True"
"2,2";"0,08591500000000002";"0,00009";"0,00086";"0,014693";"3";"10";"3";"0";"6";"0";"1";"6";"33";"75";"68";"57";"14";"False";"True"
"1,26";"0,07122200000000002";"0,00007";"0,00071";"0,035263";"3";"10";"3";"0";"7";"1";"0";"7";"33";"76";"69";"57";"14";"False";"True"
"1,19";"0,03595900000000002";"0,00004";"0,00036";"0,00004";"3";"10";"3";"0";"8";"2";"0";"8";"33";"77";"70";"57";"14";"False";"False"
"2,32";"0,03595900000000002";"0,00004";"0,00036";"0,00004";"3";"10";"3";"0";"0";"0";"1";"9";"33";"77";"70";"58";"14";"False";"False"
"4,15";"0,03595900000000002";"0,00004";"0,00036";"0,00004";"3";"10";"3";"0";"0";"0";"2";"10";"33";"77";"70";"59";"14";"False";"False"
"13,18";"0,03595900000000002";"0,00004";"0,00036";"0,00004";"3";"10";"3";"0";"0";"0";"3";"0";"33";"77";"70";"60";"15";"False";"False"
"1,43";"0,03595900000000002";"0,00004";"0,00036";"0,00004";"3";"10";"3";"0";"0";"1";"0";"1";"33";"77";"71";"60";"15";"False";"True"
"1,05";"0,03591900000000002";"0,00004";"0,00036";"0,000084";"3";"10";"3";"0";"1";"2";"0";"2";"33";"78";"72";"60";"15";"False";"True"
"1,4";"0,03583500000000002";"0,00004";"0,00036";"0,000185";"3";"10";"3";"0";"2";"3";"0";"3";"33";"79";"73";"60";"15";"False";"True"
"3,8";"0,03639000000000002";"0,00004";"0,00036";"0,00004";"3";"10";"3";"1";"0";"0";"1";"4";"34";"79";"73";"61";"15";"False";"True"
"1,03";"0,03635000000000002";"0,00004";"0,00036";"0,000084";"3";"10";"3";"0";"1";"1";"0";"5";"34";"80";"74";"61";"15";"False";"True"
"3,75";"0,03660200000000002";"0,00004";"0,00037";"0,00004";"3";"10";"3";"1";"0";"0";"1";"6";"35";"80";"74";"62";"15";"False";"True"
"13,5";"0,036722000000000025";"0,00004";"0,00037";"0,00004";"3";"10";"3";"2";"0";"0";"2";"0";"36";"80";"74";"63";"16";"False";"False"
"7,7";"0,036722000000000025";"0,00004";"0,00037";"0,00004";"3";"10";"3";"0";"0";"0";"3";"1";"36";"80";"74";"64";"16";"False";"False"
"1,93";"0,036722000000000025";"0,00004";"0,00037";"0,00004";"3";"10";"3";"0";"0";"1";"0";"2";"36";"80";"75";"64";"16";"False";"True"
"2,11";"0,03668200000000003";"0,00004";"0,00037";"0,000084";"3";"10";"3";"0";"1";"0";"1";"3";"36";"81";"75";"65";"16";"False";"True"
"4,05";"0,03693400000000003";"0,00004";"0,00037";"0,00004";"3";"10";"3";"1";"0";"0";"2";"4";"37";"81";"75";"66";"16";"False";"True"
"1,07";"0,03689400000000003";"0,00004";"0,00037";"0,000084";"3";"10";"3";"0";"1";"1";"0";"5";"37";"82";"76";"66";"16";"False";"True"
"2,3";"0,03681000000000003";"0,00004";"0,00037";"0,000185";"3";"10";"3";"0";"2";"0";"1";"6";"37";"83";"76";"67";"16";"False";"True"
"1,01";"0,03662500000000003";"0,00004";"0,00037";"0,000425";"3";"10";"3";"0";"3";"1";"0";"7";"37";"84";"77";"67";"16";"False";"True"
"1,14";"0,03620000000000003";"0,00004";"0,00036";"0,00102";"3";"10";"3";"0";"4";"2";"0";"8";"37";"85";"78";"67";"16";"False";"True"
"1,95";"0,03518000000000003";"0,00004";"0,00035";"0,002448";"3";"10";"3";"0";"5";"3";"0";"9";"37";"86";"79";"67";"16";"False";"True"
"1,27";"0,03273200000000003";"0,00003";"0,00033";"0,005875";"3";"10";"3";"0";"6";"4";"0";"10";"37";"87";"80";"67";"16";"False";"True"
"4,96";"0,05035700000000003";"0,00005";"0,0005";"0,00005";"3";"10";"3";"1";"0";"0";"1";"11";"38";"87";"80";"68";"16";"False";"True"
"2,56";"0,050307000000000025";"0,00005";"0,0005";"0,000105";"3";"10";"3";"0";"1";"0";"2";"12";"38";"88";"80";"69";"16";"False";"True"
"1,72";"0,050202000000000024";"0,00005";"0,0005";"0,000231";"3";"10";"3";"0";"2";"1";"0";"13";"38";"89";"81";"69";"16";"False";"True"
"6,61";"0,050895000000000024";"0,00005";"0,00051";"0,00005";"3";"10";"3";"1";"0";"0";"1";"14";"39";"89";"81";"70";"16";"False";"True"
"2,19";"0,05084500000000002";"0,00005";"0,00051";"0,000105";"3";"10";"3";"0";"1";"0";"2";"15";"39";"90";"81";"71";"16";"False";"True"
"1,56";"0,05074000000000002";"0,00005";"0,00051";"0,000231";"3";"10";"3";"0";"2";"1";"0";"16";"39";"91";"82";"71";"16";"False";"True"
"1,59";"0,05050900000000002";"0,00005";"0,00051";"0,000531";"3";"10";"3";"0";"3";"2";"0";"17";"39";"92";"83";"71";"16";"False";"True"
"11,01";"0,052102000000000016";"0,00005";"0,00052";"0,00005";"3";"10";"3";"1";"0";"0";"1";"0";"40";"92";"83";"72";"17";"False";"True"
"1,48";"0,052052000000000015";"0,00005";"0,00052";"0,000105";"3";"10";"3";"0";"1";"1";"0";"1";"40";"93";"84";"72";"17";"False";"True"
"1,02";"0,051947000000000014";"0,00005";"0,00052";"0,000231";"3";"10";"3";"0";"2";"2";"0";"2";"40";"94";"85";"72";"17";"False";"True"
"1,11";"0,05171600000000001";"0,00005";"0,00052";"0,000531";"3";"10";"3";"0";"3";"3";"0";"3";"40";"95";"86";"72";"17";"False";"True"
"1";"0,051185000000000015";"0,00005";"0,00051";"0,001274";"3";"10";"3";"0";"4";"4";"0";"4";"40";"96";"87";"72";"17";"False";"True"
"1,25";"0,04991100000000002";"0,00005";"0,0005";"0,003058";"3";"10";"3";"0";"5";"5";"0";"5";"40";"97";"88";"72";"17";"False";"True"
"2,01";"0,04685300000000002";"0,00005";"0,00047";"0,007339";"3";"10";"3";"0";"6";"0";"1";"6";"40";"98";"88";"73";"17";"False";"True"
"1,43";"0,03951400000000002";"0,00004";"0,0004";"0,017614";"3";"10";"3";"0";"7";"1";"0";"7";"40";"99";"89";"73";"17";"False";"True"
"2,53";"0,02190000000000002";"0,00002";"0,00022";"0,00002";"3";"10";"3";"0";"8";"0";"1";"8";"40";"100";"89";"74";"17";"False";"False"
"1,06";"0,02190000000000002";"0,00002";"0,00022";"0,00002";"3";"10";"3";"0";"0";"1";"0";"9";"40";"100";"90";"74";"17";"False";"True"
"1,13";"0,02188000000000002";"0,00002";"0,00022";"0,000042";"3";"10";"3";"0";"1";"2";"0";"10";"40";"101";"91";"74";"17";"False";"True"
"1,23";"0,02183800000000002";"0,00002";"0,00022";"0,000092";"3";"10";"3";"0";"2";"3";"0";"11";"40";"102";"92";"74";"17";"False";"True"
"1,97";"0,021746000000000022";"0,00002";"0,00022";"0,000212";"3";"10";"3";"0";"3";"4";"0";"12";"40";"103";"93";"74";"17";"False";"True"
"6,43";"0,022382000000000023";"0,00002";"0,00022";"0,00002";"3";"10";"3";"1";"0";"0";"1";"13";"41";"103";"93";"75";"17";"False";"True"
"1,14";"0,022362000000000024";"0,00002";"0,00022";"0,000042";"3";"10";"3";"0";"1";"1";"0";"14";"41";"104";"94";"75";"17";"False";"True"
"2,58";"0,022320000000000024";"0,00002";"0,00022";"0,000092";"3";"10";"3";"0";"2";"0";"1";"15";"41";"105";"94";"76";"17";"False";"True"
"3,11";"0,022596000000000022";"0,00002";"0,00023";"0,00002";"3";"10";"3";"1";"0";"0";"2";"16";"42";"105";"94";"77";"17";"False";"True"
"2,16";"0,022576000000000023";"0,00002";"0,00023";"0,000042";"3";"10";"3";"0";"1";"0";"3";"17";"42";"106";"94";"78";"17";"False";"True"
"1,25";"0,022534000000000023";"0,00002";"0,00023";"0,000092";"3";"10";"3";"0";"2";"1";"0";"18";"42";"107";"95";"78";"17";"False";"True"
"9,93";"0,02281000000000002";"0,00002";"0,00023";"0,00002";"3";"10";"3";"1";"0";"0";"1";"19";"43";"107";"95";"79";"17";"False";"True"
"2,43";"0,022790000000000022";"0,00002";"0,00023";"0,000042";"3";"10";"3";"0";"1";"0";"2";"20";"43";"108";"95";"80";"17";"False";"True"
